순위,팀,선수1,선수2,선수3,선수4,선수5
1,SGA,SGA_AnX1n,SGA_Hane,SGA_Innate,SGA_Xantast,SGA_inforyou
2,QX,Qx_Glance,Qx_Hyuk,Qx_LOV3,Qx_youth
3,XF,XF_570yT,XF_Arte,XF_ChoiHyunseo,XF_One1Tap,XF_Sunday
4,TCN,TCN_2cut,TCN_2heart,TCN_CxldMxn,TCN_Haninwoo,TCN_lastman
5,C5,C5_Archi,C5_Gray,C5_KrbyZ,C5_Krbyz,C5_Malik
6,KX,KX_Alone,KX_GuJiBBi,KX_Kkxpeace,KX_List,KX_PokJu
7,XGZ,XGZ_Eight,XGZ_PURGE,XGZ_Select,XGZ_TIGHT,XGZ_eight
8,TAG,TAG_Devil,TAG_MaengGu,TAG_caidekoujio,TAG_flash,TAG_snowfake
9,GGWP,GGWP_Geunwon,GGWP_Wanted,GGWP_insfire,GGWP_naheesoo,GGWP_sony
10,AAA,AAA_Black9,AAA_Focus,AAA_MooHeon,AAA_MooSik,AAA_RimQ
11,EOS,EOS_DK,EOS_Jaechan,EOS_Right,EOS_SINGAM
12,PNKO,PNKO_Entia,PNKO_LongDuo,PNKO_Oops,PNKO_ShotDuo,PNKO_huka
13,MHG,MHG_Agnes,MHG_CHANAHRI,MHG_DaeJang,MHG_Daejang,MHG_JEJE
14,SB,SB_Ayoh,SB_GGoBuGi,SB_Glaz,SB_Gyuyeon
15,SXA,SXA_BBANG,SXA_Grxvin,SXA_HELLPER,SXA_KAL
16,MIR,MIR_Americano,MIR_Minuda,MIR_Xtu,MIR_flusha,MIR_hathaway
17,MM,MM_DanDan,MM_Freaky,MM_SikSik,MM_muel
18,SGZ,SGZ_EsrA,SGZ_JUNGI,SGZ_LinZhaoMing,SGZ_Yubi
19,ISK,ISK_Genom,ISK_ParkChaN,ISK_Yong,ISK_melody
20,ZN,ZN_Jinbao,ZN_Junbao,ZN_MJ,ZN_ROOT,ZN_ik92
21,FL,FL_BigPicTure,FL_DING,FL_DORI,FL_PEEKKING
22,DK,DK_Americano,DK_Mantal,DK_Under,DK_minuda
23,MM,MM_DanDan,MM_Freaky,MM_SikSik,MM_muel
24,KYA,KYA_Akashi,KYA_KXAKK,KYA_MasiDDA,KYA_RooKie
25,YCZ,YCZ_Ohnyeory,YCZ_bulguk4_4,YCZ_hyewon_n,YCZ_naning_g
26,HI,Hi_QEQ2,Hi_korean,Hi_ming,Hi_tae
27,KBR,KBR_Cliche,KBR_HITMAN,KBR_Leaper,KBR_Sayd
28,MAY,MAY_218,MAY_LePol,MAY_MN3,MAY_Stealth,MAY_Yarr
29,HES,HES_Chidori,HES_JUNONG2,HES_KGB,HES_asher
30,VV,VV_Count,VV_H4na,VV_MIN,VV_ZiaoWen
31,XW,XW_7empest,XW_ASSASSIN,XW_MaengGu,XW_ROKA
32,JOA,JOA_DuRooWaaa,JOA_KXAKK,JOA_LordMelon,JOA_Na2zza
33,SSH,SSH_Binicius,SSH_Fluffy,SSH_Kan,SSH_No4H
34,NG,NG_MINAM,NG_crong,NG_exeed,NG_soft
35,SRI,SRI_7777,SRI_Caria,SRI_K1ways,SRI_Wook2
36,XXX,XXX_Glendale,XXX_Raccoon,XXX_Xian7iz,XXX_nineys
37,BKL,BKL_Bok,BKL_Rene,BKL_Santa,BKL_Yugeun
38,WG,WG_Hack,WG_Hide,WG_NamKyu,WG_YOUDORI
39,KCR,KCR_Cat,KCR_S4ngJae,KCR_Seokho,KCR_antjd
40,GA,GA_Aki,GA_TemPo,GA_Wayout,GA_aixright
41,ALS,ALS_Hestia,ALS_LaVi,ALS_Telletobe,ALS_Tony
42,GMI,GmI_2935,GmI_GMI,GmI_rabbit
43,SO,So_ASSASSIN,So_Hela,So_Mandu,So_Yarr
44,SLT,SLT_Haru,SLT_IcARuS,SLT_JJuNye0ng,SLT_KoKo
45,OM,OM_DH,OM_Pez,OM_PrxY,OM_xYou
46,EV,EV_Day1,EV_HwaEN,EV_Muner,EV_Ren
47,NS,NS_4mine,NS_Curo,NS_RicE,NS_yoyangwon
48,DPS,DPS_Hanul,DPS_Nater,DPS_UnLimit,DPS_ifyou
