스테이지,매치,일시,맵,순위,팀,킬,딜량,순위 점수,획득 점수
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,13,T5,2,544,0,2
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,15,CTG,2,583,0,2
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,14,CR,1,305,0,1
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,9,JD Gaming,0,582,0,0
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,10,Full Sense,0,302,0,0
Survival Stage,2,26. 6. 4. 오후 7:39,MIRAMAR,16,DN SOOPers,0,521,0,0
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,1,EA,7,738,10,17
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,3,Team Falcons,11,1938,5,16
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,5,GAM X TE,7,1354,3,10
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,4,GEN,5,1691,4,9
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,7,CR,6,938,1,7
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,2,S2G,0,839,6,6
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,8,Team Vitality,4,1037,1,5
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,6,T5,2,847,2,4
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,12,FCE,4,655,0,4
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,13,DN SOOPers,3,520,0,3
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,14,PeRo,3,280,0,3
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,11,TL,2,185,0,2
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,9,CTG,1,201,0,1
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,10,Full Sense,1,202,0,1
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,15,JD Gaming,1,402,0,1
Survival Stage,3,26. 6. 4. 오후 8:23,TAEGO,16,FUR,0,0,0,0
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,1,EA,6,1143,10,16
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,2,GAM X TE,9,1523,6,15
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,8,Team Falcons,8,853,1,9
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,10,Full Sense,9,1371,0,9
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,7,Team Vitality,7,1159,1,8
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,3,DN SOOPers,0,212,5,5
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,4,GEN,1,664,4,5
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,5,JD Gaming,2,743,3,5
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,11,PeRo,5,594,0,5
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,6,FUR,2,1103,2,4
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,12,TL,3,522,0,3
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,15,CTG,3,478,0,3
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,16,CR,3,93,0,3
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,9,FCE,2,791,0,2
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,14,S2G,1,103,0,1
Survival Stage,4,26. 6. 4. 오후 9:00,RONDO,13,T5,0,142,0,0
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,1,T5,4,1548,10,14
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,2,FUR,7,932,6,13
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,3,CR,8,921,5,13
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,4,PeRo,8,865,4,12
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,7,DN SOOPers,7,995,1,8
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,5,GEN,4,853,3,7
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,6,EA,4,465,2,6
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,8,Team Falcons,5,876,1,6
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,15,Team Vitality,4,851,0,4
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,10,CTG,3,488,0,3
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,13,S2G,2,374,0,2
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,9,TL,1,410,0,1
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,16,JD Gaming,1,378,0,1
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,11,Full Sense,0,392,0,0
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,12,FCE,0,100,0,0
Survival Stage,5,26. 6. 4. 오후 9:43,ERANGEL,14,GAM X TE,0,183,0,0
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,1,MiTH,13,2226,10,23
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,2,DN SOOPers,8,1324,6,14
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,3,EA,4,1190,5,9
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,5,PeRo,5,700,3,8
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,4,Twisted Minds,2,527,4,6
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,13,17 Gaming,6,1166,0,6
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,10,GAM X TE,5,933,0,5
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,14,NAVI,5,1239,0,5
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,8,Virtus.pro,3,523,1,4
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,6,Anyone's Legend,1,1005,2,3
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,9,4AM,2,451,0,2
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,11,T1,2,499,0,2
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,12,Team Falcons,2,576,0,2
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,7,Team Vitality,0,97,1,1
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,15,GEN,0,121,0,0
Final Stage,6,26. 6. 5. 오후 7:00,ERANGEL,16,CR,0,91,0,0
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,1,CR,8,834,10,18
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,2,GAM X TE,12,3075,6,18
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,3,MiTH,8,1294,5,13
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,5,PeRo,6,839,3,9
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,4,DN SOOPers,4,864,4,8
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,7,Team Falcons,7,1716,1,8
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,6,Team Vitality,4,845,2,6
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,11,EA,4,784,0,4
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,8,GEN,2,671,1,3
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,13,4AM,2,387,0,2
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,10,T1,1,401,0,1
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,16,17 Gaming,1,355,0,1
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,9,Twisted Minds,0,526,0,0
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,12,NAVI,0,356,0,0
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,14,Anyone's Legend,0,137,0,0
Final Stage,7,26. 6. 5. 오후 7:39,MIRAMAR,15,Virtus.pro,0,323,0,0
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,2,17 Gaming,8,1150,6,14
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,3,EA,9,1595,5,14
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,1,Team Vitality,3,461,10,13
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,4,Twisted Minds,4,865,4,8
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,6,DN SOOPers,6,1266,2,8
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,8,MiTH,4,596,1,5
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,10,Anyone's Legend,5,551,0,5
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,5,CR,1,324,3,4
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,7,Team Falcons,3,696,1,4
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,11,GEN,3,592,0,3
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,13,Virtus.pro,3,491,0,3
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,14,4AM,3,544,0,3
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,12,T1,2,222,0,2
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,15,NAVI,2,246,0,2
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,9,PeRo,1,745,0,1
Final Stage,8,26. 6. 5. 오후 8:23,TAEGO,16,GAM X TE,0,272,0,0
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,1,NAVI,14,2289,10,24
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,2,PeRo,12,1941,6,18
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,3,T1,5,929,5,10
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,4,EA,3,915,4,7
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,7,GEN,5,1008,1,6
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,6,4AM,2,289,2,4
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,8,DN SOOPers,3,641,1,4
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,14,Team Falcons,4,683,0,4
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,5,Virtus.pro,0,220,3,3
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,10,MiTH,3,837,0,3
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,13,Team Vitality,3,592,0,3
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,11,GAM X TE,2,578,0,2
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,15,Twisted Minds,2,440,0,2
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,9,CR,1,433,0,1
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,16,17 Gaming,1,143,0,1
Final Stage,9,26. 6. 5. 오후 9:00,RONDO,12,Anyone's Legend,0,148,0,0
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,1,PeRo,5,282,10,15
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,2,4AM,9,1956,6,15
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,3,T1,7,1155,5,12
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,5,DN SOOPers,6,1392,3,9
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,6,Virtus.pro,7,657,2,9
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,10,GAM X TE,7,742,0,7
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,4,Twisted Minds,2,837,4,6
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,7,CR,3,968,1,4
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,8,MiTH,3,329,1,4
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,9,NAVI,3,500,0,3
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,11,EA,3,611,0,3
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,13,GEN,3,674,0,3
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,12,17 Gaming,1,224,0,1
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,14,Team Falcons,1,325,0,1
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,16,Team Vitality,1,477,0,1
Final Stage,10,26. 6. 5. 오후 9:40,ERANGEL,15,Anyone's Legend,0,506,0,0
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,1,PeRo,4,740,10,14
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,3,17 Gaming,9,1157,5,14
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,2,4AM,7,1511,6,13
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,4,CR,8,1238,4,12
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,5,T1,9,1516,3,12
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,6,Team Falcons,4,1476,2,6
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,15,Twisted Minds,5,670,0,5
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,9,Anyone's Legend,4,743,0,4
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,11,Team Vitality,4,897,0,4
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,8,DN SOOPers,2,806,1,3
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,12,NAVI,3,903,0,3
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,14,Virtus.pro,3,400,0,3
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,7,MiTH,1,549,1,2
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,16,GEN,2,162,0,2
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,10,EA,1,842,0,1
Final Stage,11,26. 6. 6. 오후 7:00,TAEGO,13,GAM X TE,0,465,0,0
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,1,MiTH,16,2787,10,26
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,4,GEN,6,1101,4,10
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,2,T1,3,921,6,9
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,3,Team Falcons,4,570,5,9
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,9,EA,7,874,0,7
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,10,CR,6,1109,0,6
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,5,Twisted Minds,2,441,3,5
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,6,Team Vitality,3,457,2,5
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,7,4AM,4,644,1,5
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,12,Virtus.pro,2,715,0,2
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,14,DN SOOPers,2,292,0,2
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,8,17 Gaming,0,300,1,1
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,11,GAM X TE,1,239,0,1
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,13,Anyone's Legend,1,133,0,1
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,15,PeRo,0,26,0,0
Final Stage,12,26. 6. 6. 오후 7:39,ERANGEL,16,NAVI,0,467,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,1,DN SOOPers,16,1815,10,26
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,2,GAM X TE,6,595,6,12
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,3,GEN,6,1321,5,11
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,6,MiTH,9,1843,2,11
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,7,Virtus.pro,7,740,1,8
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,5,Team Vitality,3,693,3,6
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,4,Anyone's Legend,1,348,4,5
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,8,PeRo,3,888,1,4
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,11,EA,4,962,0,4
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,15,Team Falcons,2,700,0,2
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,9,17 Gaming,0,279,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,10,T1,0,430,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,12,NAVI,0,268,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,13,4AM,0,220,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,14,Twisted Minds,0,173,0,0
Final Stage,13,26. 6. 6. 오후 8:21,RONDO,16,CR,0,41,0,0
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,1,GEN,11,2306,10,21
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,4,Team Vitality,11,1515,4,15
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,3,Twisted Minds,7,1138,5,12
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,2,CR,3,1374,6,9
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,10,PeRo,8,967,0,8
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,5,MiTH,4,622,3,7
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,6,EA,3,599,2,5
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,8,Team Falcons,4,528,1,5
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,9,Virtus.pro,4,1203,0,4
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,7,Anyone's Legend,1,387,1,2
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,11,GAM X TE,2,436,0,2
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,12,DN SOOPers,0,275,0,0
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,13,4AM,0,575,0,0
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,14,17 Gaming,0,232,0,0
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,15,T1,0,132,0,0
Final Stage,14,26. 6. 6. 오후 9:00,MIRAMAR,16,NAVI,0,200,0,0
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,1,NAVI,12,2048,10,22
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,2,Virtus.pro,8,2283,6,14
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,4,MiTH,8,1669,4,12
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,3,Twisted Minds,3,1103,5,8
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,5,GAM X TE,4,1192,3,7
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,7,T1,6,896,1,7
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,11,EA,7,381,0,7
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,13,CR,5,569,0,5
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,6,4AM,1,531,2,3
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,12,Anyone's Legend,3,458,0,3
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,8,17 Gaming,0,304,1,1
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,9,PeRo,0,311,0,0
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,10,Team Falcons,0,178,0,0
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,14,Team Vitality,0,420,0,0
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,15,DN SOOPers,0,19,0,0
Final Stage,15,26. 6. 6. 오후 9:41,TAEGO,16,GEN,0,70,0,0
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,1,Team Vitality,8,2107,10,18
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,3,GAM X TE,8,1557,5,13
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,5,Twisted Minds,10,1188,3,13
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,2,T1,3,1107,6,9
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,6,Team Falcons,6,907,2,8
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,4,Virtus.pro,2,1771,4,6
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,8,NAVI,5,1539,1,6
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,11,MiTH,4,865,0,4
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,7,4AM,2,477,1,3
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,10,DN SOOPers,3,406,0,3
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,12,PeRo,2,447,0,2
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,13,GEN,2,213,0,2
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,14,17 Gaming,2,478,0,2
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,9,Anyone's Legend,0,309,0,0
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,15,CR,0,103,0,0
Final Stage,16,26. 6. 7. 오후 7:00,ERANGEL,16,EA,0,287,0,0
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,1,Anyone's Legend,10,2014,10,20
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,4,Virtus.pro,13,2021,4,17
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,2,T1,9,1671,6,15
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,5,17 Gaming,9,989,3,12
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,3,GAM X TE,2,390,5,7
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,8,EA,5,878,1,6
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,6,MiTH,2,233,2,4
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,11,Twisted Minds,3,1111,0,3
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,9,NAVI,2,349,0,2
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,13,Team Vitality,2,589,0,2
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,7,DN SOOPers,0,153,1,1
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,10,PeRo,1,324,0,1
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,15,4AM,1,305,0,1
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,12,Team Falcons,0,663,0,0
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,14,GEN,0,127,0,0
Final Stage,17,26. 6. 7. 오후 7:38,MIRAMAR,16,CR,0,119,0,0
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,1,MiTH,15,2007,10,25
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,3,Team Falcons,8,1408,5,13
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,4,DN SOOPers,7,1031,4,11
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,2,17 Gaming,4,1681,6,10
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,5,NAVI,6,1191,3,9
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,6,Virtus.pro,2,2223,2,4
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,9,CR,4,647,0,4
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,7,4AM,2,1190,1,3
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,12,GAM X TE,3,670,0,3
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,8,Team Vitality,1,571,1,2
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,13,PeRo,2,637,0,2
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,15,GEN,2,488,0,2
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,10,T1,1,675,0,1
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,11,Anyone's Legend,1,529,0,1
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,14,Twisted Minds,1,439,0,1
Final Stage,18,26. 6. 7. 오후 8:17,TAEGO,16,EA,1,128,0,1
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,1,17 Gaming,12,1783,10,22
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,2,MiTH,13,1613,6,19
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,3,PeRo,6,934,5,11
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,6,Twisted Minds,6,1280,2,8
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,4,4AM,3,486,4,7
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,5,T1,4,628,3,7
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,7,GAM X TE,2,444,1,3
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,10,Team Vitality,3,486,0,3
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,12,DN SOOPers,3,465,0,3
Final Stage,19,26. 6. 7. 오후 8:56,RONDO,8,Team Falcons,1,607,1,2
